survey_results,enterprise,operating_unit,ca,rg,respondent,respondent_title,capability_status,people,tools,processes,equipment,facilities,supplies,catalogue,capability_group,capability_subgroup,capability,Capability Status,People (avg),Tools (avg),Processes (avg),Equipment (avg),Facilities (avg),Supplies (avg),average
"Full Scale, Field Evaluation SR[2097]",CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Old,Freely available,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",3,1,3,4,1,1,4,2.4285714286
Function analysis SR[2098],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Subcritical,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Function analysis),Function analysis,1,3,2,2,0,0,0,2
Non-Destructive Inspection / Test SR[2099],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Non-Destructive Inspection / Test),Non-Destructive Inspection / Test,3,3,3,4,3,0,0,3.2
Polymer-ceramic 1-3 SR[2100],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Not applicable,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not Applicable,Not Applicable,Materials Engineering,Composites,Composites  (Polymer-ceramic 1-3),Polymer-ceramic 1-3,0,1,3,3,3,0,0,2.5
Powder processing SR[2101],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Mature,Well resourced,Not applicable,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Forming,Powder processing,4,4,0,3,3,4,4,3.6666666667
Prototyping (virtual/digital & physical) SR[2102],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Prototyping (virtual/digital & physical)),Prototyping (virtual/digital & physical),3,3,2,3,0,0,0,2.75
"Quality engineering techniques, sampling/auditing/inspection and tools SR[2103]",CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,"Quality engineering techniques, sampling/auditing/inspection and tools",3,1,2,3,3,4,4,2.8571428571
Quality management Change and configuration management SR[2104],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Not applicable,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,Quality management Change and configuration management,0,4,3,3,3,0,0,3.25
Requirements management SR[2105],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,2,3,1,3,0,0,0,2.25
System design SR[2106],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,3,1,2,3,1,1,4,2.1428571429
Systems engineering (SE) - Model-based SR[2107],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,2,3,1,3,0,0,0,2.25
Ultrasonic Transducers SR[2417],CSIR,MSM,Sensor Science & Technology,Smart Structures,PLOVEDAY,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Sensor Engineering,Sensor Engineering (Ultrasonic Transducers),Ultrasonic Transducers,3,1,2,3,1,2,4,2.2857142857
Augmented and Virtual Reality (Augmented reality) SR[2058],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Subcritical,Emerging,Not resourced,Informal approach,Under resourced,New requirement,Freely available,Modern and Emerging Technologies,Augmented and Virtual Reality,Augmented and Virtual Reality (Augmented reality),Augmented and Virtual Reality (Augmented reality),1,2,1,2,1,3,4,2
Casting/moulding SR[2059],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Not applicable,Informal approach,Sufficiently resourced,Old,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Casting/moulding,Casting/moulding,3,1,0,2,3,1,4,2.3333333333
Ceramics  (Piezoelectric) SR[2060],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Mature,Unbalanced,Not applicable,CSIR Proprietary/Unique,Sufficiently resourced,Not Applicable,Controlled,Materials Engineering,Ceramics,Ceramics  (Piezoelectric),Ceramics  (Piezoelectric),4,1,0,4,3,0,3,3
Concept development SR[2061],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Mature,Unbalanced,Sufficiently resourced,Informal approach,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Concept development),Concept development,4,1,3,2,3,0,0,2.6
Design for Certification / Compliance SR[2062],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Developing,Not resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Certification / Compliance),Design for Certification / Compliance,3,3,1,2,0,0,0,2.25
Design for Electromagnetic Interference & Compatibility (EMI & EMC) SR[2063],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Developing,Under resourced,Informal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Electromagnetic Interference & Compatibility (EMI & EMC)),Design for Electromagnetic Interference & Compatibility (EMI & EMC),3,3,2,2,1,0,0,2.2
Design for Ergonomics/ Human Factors SR[2064],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Ergonomics/ Human Factors),Design for Ergonomics/ Human Factors,3,3,2,2,0,0,0,2.5
Design for Manufacturability SR[2065],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Not applicable,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Design Phase,Design Phase (Design for Manufacturability),Design for Manufacturability,3,1,0,2,0,0,0,2
Design for Reliability SR[2066],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Needs upgrade,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Reliability),Design for Reliability,1,3,1,2,1,2,4,2
Design for Safety SR[2067],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Safety),Design for Safety,1,3,1,2,1,1,4,1.8571428571
Design for Test SR[2068],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Subcritical,Developing,Not resourced,Informal approach,Under resourced,Not applicable,Freely available,Product and Process Design & Development,Design Phase,Design Phase (Design for Test),Design for Test,1,3,1,2,1,0,4,2
"Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc) SR[2069]",CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Old,Freely available,Product and Process Design & Development,Design Phase,"Design Phase (Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc))","Detailed design (All disciplines eg mechanical, electrical, electronic, software, material, process, etc)",3,1,2,3,3,1,4,2.4285714286
Electro-optical Engineering SR[2414],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Sensor Engineering,Sensor Engineering (Electro-optical Engineering),Electro-optical Engineering,3,1,2,3,1,2,4,2.2857142857
FEA SR[2070],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Mature,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (FEA),FEA,4,1,3,4,3,0,0,3
Feasibility SR[2071],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Feasibility),Feasibility,3,1,2,3,1,0,0,2
"Full Scale, Field Evaluation SR[2072]",CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Sufficiently resourced,CSIR Proprietary/Unique,Under resourced,Old,Freely available,Product and Process Design & Development,Analysis and V&V,"Analysis and V&V (Full Scale, Field Evaluation)","Full Scale, Field Evaluation",3,1,3,4,1,1,4,2.4285714286
Function analysis SR[2073],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Subcritical,Developing,Under resourced,Informal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Function analysis),Function analysis,1,3,2,2,0,0,0,2
Non-Destructive Inspection / Test SR[2074],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Developing,Sufficiently resourced,CSIR Proprietary/Unique,Sufficiently resourced,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Non-Destructive Inspection / Test),Non-Destructive Inspection / Test,3,3,3,4,3,0,0,3.2
Polymer-ceramic 1-3 SR[2075],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Not applicable,Unbalanced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not Applicable,Not Applicable,Materials Engineering,Composites,Composites  (Polymer-ceramic 1-3),Polymer-ceramic 1-3,0,1,3,3,3,0,0,2.5
Powder processing SR[2076],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Mature,Well resourced,Not applicable,Formal approach,Sufficiently resourced,Working condition,Freely available,Manufacturing Processes & Systems,Manufacturing Processes,Forming,Powder processing,4,4,0,3,3,4,4,3.6666666667
Prototyping (virtual/digital & physical) SR[2077],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Developing,Under resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Analysis and V&V,Analysis and V&V (Prototyping (virtual/digital & physical)),Prototyping (virtual/digital & physical),3,3,2,3,0,0,0,2.75
"Quality engineering techniques, sampling/auditing/inspection and tools SR[2078]",CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Under resourced,Formal approach,Sufficiently resourced,Working condition,Freely available,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,"Quality engineering techniques, sampling/auditing/inspection and tools",3,1,2,3,3,4,4,2.8571428571
Quality management Change and configuration management SR[2079],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Not applicable,Well resourced,Sufficiently resourced,Formal approach,Sufficiently resourced,Not applicable,Not applicable,Industrial Engineering,Industrial Engineering (Quality and Reliability Engineering),Quality and Reliability Engineering,Quality management Change and configuration management,0,4,3,3,3,0,0,3.25
Requirements management SR[2080],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Requirements management),Requirements management,2,3,1,3,0,0,0,2.25
System design SR[2081],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Old,Freely available,Product and Process Design & Development,Design Phase,Design Phase (System design),System design,3,1,2,3,1,1,4,2.1428571429
Systems engineering (SE) - Model-based SR[2082],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Emerging,Developing,Not resourced,Formal approach,Not applicable,Not applicable,Not applicable,Product and Process Design & Development,Concept Phase,Concept Phase (Systems engineering (SE) - Model-based),Systems engineering (SE) - Model-based,2,3,1,3,0,0,0,2.25
Ultrasonic Transducers SR[2415],CSIR,MSM,Sensor Science & Technology,Sonar,KNIC,RGL,Developing,Unbalanced,Under resourced,Formal approach,Under resourced,Needs upgrade,Freely available,Modern and Emerging Technologies,Sensor Engineering,Sensor Engineering (Ultrasonic Transducers),Ultrasonic Transducers,3,1,2,3,1,2,4,2.2857142857
